"[7.0, 0.5, 15.0, 13600.0, 512, 36, 5, 4, 11, 1, 0, 10, 13, 10, 992, 3.0, 1, 75.0, 0, 195]",-18.377438824536426
"[7.0, 0.5, 15.0, 13600.0, 263, 70, 4, 10, 26, 2, 1, 6, 4, 48, 565, 3.0, 0, 75.0, 5, 252]",-63.58384800876098
"[7.0, 0.5, 15.0, 13600.0, 328, 79, 5, 3, 31, 0, 1, 6, 8, 47, 729, 3.0, 1, 75.0, 19, 309]",-70.66149088125474
"[7.0, 0.5, 15.0, 13600.0, 625, 48, 4, 2, 6, 1, 0, 4, 4, 18, 713, 3.0, 1, 75.0, 13, 335]",-69.00570563776444
"[7.0, 0.5, 15.0, 13600.0, 668, 73, 6, 3, 30, 1, 1, 12, 11, 19, 260, 3.0, 1, 75.0, 9, 79]",-73.10617962055272
"[7.0, 0.5, 15.0, 13600.0, 298, 69, 6, 3, 47, 1, 1, 12, 10, 22, 110, 3.0, 0, 75.0, 18, 123]",-68.02427659650544
"[7.0, 0.5, 15.0, 13600.0, 653, 30, 4, 4, 12, 1, 0, 10, 7, 20, 172, 3.0, 1, 75.0, 1, 98]",-25.29286280409687
"[7.0, 0.5, 15.0, 13600.0, 898, 47, 10, 5, 6, 1, 1, 10, 9, 28, 555, 3.0, 0, 75.0, 5, 295]",-62.00983988995483
"[7.0, 0.5, 15.0, 13600.0, 759, 40, 6, 7, 44, 1, 0, 10, 12, 24, 101, 3.0, 1, 75.0, 17, 249]",-75.51572151628812
"[7.0, 0.5, 15.0, 13600.0, 360, 41, 10, 6, 17, 2, 1, 8, 13, 18, 282, 3.0, 2, 75.0, 8, 325]",-71.90745870093747
"[7.0, 0.5, 15.0, 13600.0, 900, 92, 7, 6, 5, 1, 0, 0, 11, 19, 5, 3.0, 1, 75.0, 20, 314]",-70.31592334259642
"[7.0, 0.5, 15.0, 13600.0, 815, 33, 6, 8, 50, 1, 0, 11, 12, 38, 257, 3.0, 1, 75.0, 17, 289]",-73.86442791271003
"[7.0, 0.5, 15.0, 13600.0, 797, 44, 6, 7, 34, 1, 0, 8, 12, 10, 5, 3.0, 1, 75.0, 17, 242]",-77.4784091256987
"[7.0, 0.5, 15.0, 13600.0, 858, 46, 6, 7, 23, 1, 0, 6, 12, 10, 5, 3.0, 1, 75.0, 17, 233]",-77.34646712725169
"[7.0, 0.5, 15.0, 13600.0, 583, 30, 4, 10, 50, 1, 0, 11, 10, 10, 38, 3.0, 1, 75.0, 17, 305]",-74.88273012363351
"[7.0, 0.5, 15.0, 13600.0, 900, 95, 9, 5, 5, 1, 0, 0, 14, 10, 19, 3.0, 2, 75.0, 17, 254]",-67.42847361182993
"[7.0, 0.5, 15.0, 13600.0, 746, 34, 5, 8, 28, 1, 0, 7, 10, 10, 5, 3.0, 1, 75.0, 17, 190]",-77.80921620416393
"[7.0, 0.5, 15.0, 13600.0, 455, 30, 1, 10, 32, 1, 0, 7, 4, 10, 180, 3.0, 1, 75.0, 17, 7]",-72.41833105309303
"[7.0, 0.5, 15.0, 13600.0, 900, 30, 6, 10, 29, 2, 1, 7, 8, 10, 5, 3.0, 1, 75.0, 12, 365]",-79.85832583001638
"[7.0, 0.5, 15.0, 13600.0, 761, 30, 6, 10, 44, 0, 1, 6, 5, 10, 5, 3.0, 2, 75.0, 12, 365]",-79.41828980710358
"[7.0, 0.5, 15.0, 13600.0, 900, 46, 6, 10, 5, 2, 1, 7, 12, 10, 5, 3.0, 0, 75.0, 12, 365]",-69.72296837328025
"[7.0, 0.5, 15.0, 13600.0, 900, 30, 6, 10, 31, 2, 1, 7, 8, 10, 5, 3.0, 1, 75.0, 12, 365]",-79.85832583001638
"[7.0, 0.5, 15.0, 13600.0, 748, 30, 6, 8, 37, 1, 1, 7, 6, 10, 5, 3.0, 1, 75.0, 12, 274]",-77.64793545863347
"[7.0, 0.5, 15.0, 13600.0, 649, 30, 6, 7, 44, 2, 1, 7, 4, 10, 795, 3.0, 2, 75.0, 12, 179]",-79.14963378008417
"[7.0, 0.5, 15.0, 13600.0, 900, 30, 6, 10, 37, 2, 1, 8, 9, 10, 963, 3.0, 2, 75.0, 12, 353]",-77.19504368306013
"[7.0, 0.5, 15.0, 13600.0, 318, 30, 6, 5, 9, 2, 1, 6, 4, 10, 5, 3.0, 2, 75.0, 12, 227]",-72.59303543319834
"[7.0, 0.5, 15.0, 13600.0, 584, 30, 7, 10, 30, 0, 1, 12, 12, 10, 5, 3.0, 1, 75.0, 13, 52]",-75.41769995943054
"[7.0, 0.5, 15.0, 13600.0, 450, 30, 6, 6, 50, 2, 1, 4, 4, 10, 56, 3.0, 2, 75.0, 12, 161]",-72.00239771459923
"[7.0, 0.5, 15.0, 13600.0, 900, 36, 4, 8, 24, 1, 1, 7, 7, 12, 9, 3.0, 1, 75.0, 12, 365]",-77.30019038627421
"[7.0, 0.5, 15.0, 13600.0, 607, 85, 4, 10, 18, 2, 1, 7, 6, 32, 28, 3.0, 1, 75.0, 12, 280]",-74.50632203050071
"[7.0, 0.5, 15.0, 13600.0, 900, 30, 10, 10, 28, 2, 1, 11, 4, 13, 179, 3.0, 2, 75.0, 11, 165]",-76.64385040961139
"[7.0, 0.5, 15.0, 13600.0, 827, 30, 10, 10, 46, 1, 1, 7, 10, 21, 458, 3.0, 1, 75.0, 12, 318]",-77.08408561553824
"[7.0, 0.5, 15.0, 13600.0, 759, 30, 10, 6, 50, 0, 1, 8, 4, 10, 5, 3.0, 2, 75.0, 20, 365]",-80.32160841004838
"[7.0, 0.5, 15.0, 13600.0, 774, 30, 10, 3, 34, 2, 1, 8, 11, 19, 5, 3.0, 1, 75.0, 12, 266]",-76.85758217156638
"[7.0, 0.5, 15.0, 13600.0, 755, 30, 7, 10, 43, 2, 1, 8, 4, 10, 5, 3.0, 2, 75.0, 12, 245]",-81.16641573843458
"[7.0, 0.5, 15.0, 13600.0, 739, 30, 10, 10, 29, 2, 1, 9, 4, 10, 5, 3.0, 1, 75.0, 20, 231]",-80.68919507576277
"[7.0, 0.5, 15.0, 13600.0, 735, 37, 7, 10, 33, 2, 1, 9, 4, 10, 5, 3.0, 2, 75.0, 12, 233]",-80.16787243484373
"[7.0, 0.5, 15.0, 13600.0, 766, 30, 10, 10, 45, 2, 1, 8, 4, 10, 5, 3.0, 2, 75.0, 20, 326]",-81.16641573843458
"[7.0, 0.5, 15.0, 13600.0, 763, 30, 5, 10, 50, 2, 1, 8, 5, 10, 5, 3.0, 2, 75.0, 20, 331]",-80.39503913393679
"[7.0, 0.5, 15.0, 13600.0, 765, 30, 10, 10, 32, 2, 1, 7, 4, 10, 5, 3.0, 2, 75.0, 12, 347]",-80.68919507576277
"[7.0, 0.5, 15.0, 13600.0, 756, 30, 9, 10, 33, 2, 1, 8, 4, 11, 5, 3.0, 2, 75.0, 12, 191]",-80.68919507576277
"[7.0, 0.5, 15.0, 13600.0, 778, 30, 10, 10, 50, 2, 1, 7, 4, 10, 5, 3.0, 2, 75.0, 12, 285]",-81.16641573843458
"[7.0, 0.5, 15.0, 13600.0, 769, 30, 10, 10, 50, 2, 1, 8, 4, 10, 5, 3.0, 2, 75.0, 20, 276]",-81.16641573843458
"[7.0, 0.5, 15.0, 13600.0, 768, 30, 10, 10, 50, 2, 1, 8, 4, 10, 5, 3.0, 2, 75.0, 20, 365]",-81.16641573843458
"[7.0, 0.5, 15.0, 13600.0, 770, 30, 10, 10, 50, 2, 1, 8, 6, 10, 5, 3.0, 2, 75.0, 20, 288]",-79.4222083415035
"[7.0, 0.5, 15.0, 13600.0, 900, 30, 3, 10, 50, 2, 0, 8, 10, 10, 5, 3.0, 1, 75.0, 20, 365]",-79.97995616545097
"[7.0, 0.5, 15.0, 13600.0, 900, 30, 1, 10, 50, 2, 0, 8, 10, 10, 449, 3.0, 1, 75.0, 20, 365]",-76.5409252031045
"[7.0, 0.5, 15.0, 13600.0, 751, 30, 2, 10, 50, 2, 1, 8, 4, 10, 5, 3.0, 2, 75.0, 12, 302]",-77.79603225940525
"[7.0, 0.5, 15.0, 13600.0, 900, 65, 7, 10, 47, 2, 1, 7, 4, 34, 5, 3.0, 2, 75.0, 12, 349]",-77.17800854503253
"[7.0, 0.5, 15.0, 13600.0, 899, 30, 5, 9, 50, 2, 0, 8, 9, 10, 5, 3.0, 1, 75.0, 20, 248]",-84.20955532714748
